=========================================================
             VOLCADO DE CACHÉ DE TIA PORTAL              
=========================================================
Fecha de volcado: 10/03/2026 15:40:41
PLC: PLC_C9_ED11
Total Bloques: 651
=========================================================

[Nombre] _borrar                             | [Num] 4     | [Tipo API] GlobalDB     | [Ruta] Root
[Nombre] DB515_CIP1_L1_RECUP_RECHAZOS        | [Num] 515   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\505_CIP1_Linea_1
[Nombre] DB520_CIP1_L2                       | [Num] 520   | [Tipo API] GlobalDB     | [Ruta] 500_CIP1\520_CIP1_Linea_2
[Nombre] DB521_CIP1_L2_SOSA_LIMP             | [Num] 521   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\520_CIP1_Linea_2
[Nombre] DB522_CIP1_L2_SOSA_ENJ              | [Num] 522   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\520_CIP1_Linea_2
[Nombre] DB523_CIP1_L2_ACIDO_LIMP            | [Num] 523   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\520_CIP1_Linea_2
[Nombre] DB524_CIP1_L2_ACIDO_ENJ             | [Num] 524   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\520_CIP1_Linea_2
[Nombre] DB525_CIP1_L2_SOLO_ENJ              | [Num] 525   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\520_CIP1_Linea_2
[Nombre] DB526_CIP1_L2_DESINF_LIMP           | [Num] 526   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\520_CIP1_Linea_2
[Nombre] DB527_CIP1_L2_DESINF_ENJ            | [Num] 527   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\520_CIP1_Linea_2
[Nombre] DB528_CIP1_L2_ESTERIL               | [Num] 528   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\520_CIP1_Linea_2
[Nombre] DB529_CIP1_L2_AGUA_RECUP            | [Num] 529   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\520_CIP1_Linea_2
[Nombre] DB530_CIP1_L2_RECUP_RECHAZOS        | [Num] 530   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\520_CIP1_Linea_2
[Nombre] DB535_CIP1_L3                       | [Num] 535   | [Tipo API] GlobalDB     | [Ruta] 500_CIP1\535_CIP1_Linea_3
[Nombre] DB536_CIP1_L3_SOSA_LIMP             | [Num] 536   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\535_CIP1_Linea_3
[Nombre] DB537_CIP1_L3_SOSA_ENJ              | [Num] 537   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\535_CIP1_Linea_3
[Nombre] DB538_CIP1_L3_ACIDO_LIMP            | [Num] 538   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\535_CIP1_Linea_3
[Nombre] DB539_CIP1_L3_ACIDO_ENJ             | [Num] 539   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\535_CIP1_Linea_3
[Nombre] DB540_CIP1_L3_SOLO_ENJ              | [Num] 540   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\535_CIP1_Linea_3
[Nombre] DB541_CIP1_L3_DESINF_LIMP           | [Num] 541   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\535_CIP1_Linea_3
[Nombre] DB542_CIP1_L3_DESINF_ENJ            | [Num] 542   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\535_CIP1_Linea_3
[Nombre] DB543_CIP1_L3_ESTERIL               | [Num] 543   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\535_CIP1_Linea_3
[Nombre] DB544_CIP1_L3_AGUA_RECUP            | [Num] 544   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\535_CIP1_Linea_3
[Nombre] DB545_CIP1_L3_RECUP_RECHAZOS        | [Num] 545   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\535_CIP1_Linea_3
[Nombre] DB550_CIP1_L4                       | [Num] 550   | [Tipo API] GlobalDB     | [Ruta] 500_CIP1\550_CIP1_Linea_4
[Nombre] DB5500_CIP1_ALM                     | [Num] 5500  | [Tipo API] GlobalDB     | [Ruta] 500_CIP1\5500_Alarmas
[Nombre] DB551_CIP1_L4_SOSA_LIMP             | [Num] 551   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\550_CIP1_Linea_4
[Nombre] DB552_CIP1_L4_SOSA_ENJ              | [Num] 552   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\550_CIP1_Linea_4
[Nombre] DB553_CIP1_L4_ACIDO_LIMP            | [Num] 553   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\550_CIP1_Linea_4
[Nombre] DB554_CIP1_L4_ACIDO_ENJ             | [Num] 554   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\550_CIP1_Linea_4
[Nombre] DB555_CIP1_L4_SOLO_ENJ              | [Num] 555   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\550_CIP1_Linea_4
[Nombre] DB556_CIP1_L4_DESINF_LIMP           | [Num] 556   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\550_CIP1_Linea_4
[Nombre] DB557_CIP1_L4_DESINF_ENJ            | [Num] 557   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\550_CIP1_Linea_4
[Nombre] DB558_CIP1_L4_ESTERIL               | [Num] 558   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\550_CIP1_Linea_4
[Nombre] DB559_CIP1_L4_AGUA_RECUP            | [Num] 559   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\550_CIP1_Linea_4
[Nombre] DB560_CIP1_L4_RECUP_RECHAZOS        | [Num] 560   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\550_CIP1_Linea_4
[Nombre] DB565_CIP1_PREP_AGUA_RECUP          | [Num] 565   | [Tipo API] GlobalDB     | [Ruta] 500_CIP1\565_Preparacion_Agua_Recup
[Nombre] DB570_CIP1_PREP_SOSA                | [Num] 570   | [Tipo API] GlobalDB     | [Ruta] 500_CIP1\570_Preparacion_Sosa
[Nombre] DB571_CIP1_DOSIF_SOSA               | [Num] 571   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\570_Preparacion_Sosa
[Nombre] DB571_CIP1_DOSIF_SOSA_1             | [Num] 8     | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\590_Preparacion_Esterilizacion
[Nombre] DB575_CIP1_PREP_ACIDO               | [Num] 575   | [Tipo API] GlobalDB     | [Ruta] 500_CIP1\575_Preparacion_Acido
[Nombre] DB576_CIP1_DOSIF_ACIDO              | [Num] 576   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\575_Preparacion_Acido
[Nombre] DB580_CIP1_PREP_DESINF              | [Num] 580   | [Tipo API] GlobalDB     | [Ruta] 500_CIP1\580_Preparacion_Desinfectante
[Nombre] DB581_CIP1_DOSIF_DESINF             | [Num] 581   | [Tipo API] InstanceDB   | [Ruta] 500_CIP1\580_Preparacion_Desinfectante
[Nombre] DB585_CIP1_PREP_AGUA                | [Num] 585   | [Tipo API] GlobalDB     | [Ruta] 500_CIP1\585_Preparacion_Agua
[Nombre] DB590_CIP1_PREP_ESTER               | [Num] 590   | [Tipo API] GlobalDB     | [Ruta] 500_CIP1\590_Preparacion_Esterilizacion
[Nombre] DB595_CIP1_CHEQUEO_RUTA             | [Num] 595   | [Tipo API] GlobalDB     | [Ruta] 500_CIP1\595_ChequeoRuta
[Nombre] DB6_ENTIDAD                         | [Num] 6     | [Tipo API] GlobalDB     | [Ruta] 6_Entidades
[Nombre] DB6000_ALM                          | [Num] 6000  | [Tipo API] GlobalDB     | [Ruta] 1000_EnvioEsterilizadorEstandarizador\6000_Alarmas
[Nombre] DB6015_ALM                          | [Num] 6015  | [Tipo API] GlobalDB     | [Ruta] 1015_EnvioEsterilizadorPasto\6015_Alarmas
[Nombre] DB6020_ALM                          | [Num] 6020  | [Tipo API] GlobalDB     | [Ruta] 1020_EnvioEstandarizadorPasto\6020_Alarmas
[Nombre] DB6025_ALM                          | [Num] 6025  | [Tipo API] GlobalDB     | [Ruta] 1025_EnvioEstandarizadorUF\6025_Alarmas
[Nombre] DB6030_ALM                          | [Num] 6030  | [Tipo API] GlobalDB     | [Ruta] 1030_EnvioUFEstandarizador\6030_Alarmas
[Nombre] DB6035_ALM                          | [Num] 6035  | [Tipo API] GlobalDB     | [Ruta] 1035_EnvioPastoFermentadores\6035_Alarmas
[Nombre] DB6040_ALM                          | [Num] 6040  | [Tipo API] GlobalDB     | [Ruta] 1040_EnvioPastoCubas\6040_Alarmas
[Nombre] DB6045_ALM                          | [Num] 6045  | [Tipo API] GlobalDB     | [Ruta] 1045_EnvioFermentadoresUF\6045_Alarmas
[Nombre] DB6050_ALM                          | [Num] 6050  | [Tipo API] GlobalDB     | [Ruta] 1050_EnvioPastoTqMovil\6035_Alarmas
[Nombre] DB6055_ALM                          | [Num] 6055  | [Tipo API] GlobalDB     | [Ruta] 1055_EnvioFermentadoresMixer_Mixer\6055_Alarmas
[Nombre] DB6060_ALM                          | [Num] 6060  | [Tipo API] GlobalDB     | [Ruta] 1060_EnvioFermentadoresCubas_Cubas\6060_Alarmas
[Nombre] DB6065_ALM                          | [Num] 6065  | [Tipo API] GlobalDB     | [Ruta] 1065_EnvioMixEnvasado\6065_Alarmas
[Nombre] DB6070_ALM                          | [Num] 6070  | [Tipo API] GlobalDB     | [Ruta] 1070_RecuperacionCalor\6070_Alarmas
[Nombre] DB6075_ALM                          | [Num] 6075  | [Tipo API] GlobalDB     | [Ruta] 1075_EsterilizacionLineaPasto\6075_Alarmas
[Nombre] DB6080_ALM                          | [Num] 6080  | [Tipo API] GlobalDB     | [Ruta] 1080_EnvioTqMovilPasto\6080_Alarmas
[Nombre] DB6085_ALM                          | [Num] 6085  | [Tipo API] GlobalDB     | [Ruta] 1085_EnvioFermentadores\6085_Alarmas
[Nombre] DB6090_ALM                          | [Num] 6090  | [Tipo API] GlobalDB     | [Ruta] 1090_EnvioFermentadoresWaldner\6090_Alarmas
[Nombre] DB6095_ALM                          | [Num] 6095  | [Tipo API] GlobalDB     | [Ruta] 1095_EnvioEsterilizador\6095_Alarmas
[Nombre] DB6400_ALM                          | [Num] 6400  | [Tipo API] GlobalDB     | [Ruta] 1400_Produccion_Z1\6400_Alarmas
[Nombre] DB6410_ALM                          | [Num] 6410  | [Tipo API] GlobalDB     | [Ruta] 1410_Produccion_Z2\6410_Alarmas
[Nombre] DB6420_ALM                          | [Num] 6420  | [Tipo API] GlobalDB     | [Ruta] 1420_Produccion_Pectina_Z2\6420_Alarmas
[Nombre] DB6510_ALM                          | [Num] 6510  | [Tipo API] GlobalDB     | [Ruta] 1510_AireEsteril_&_PWG\6510_Alarmas
[Nombre] DB6530_ALM                          | [Num] 6530  | [Tipo API] GlobalDB     | [Ruta] 1530_GestionCamisas\6530_Alarmas
[Nombre] DB6600_ALM                          | [Num] 6600  | [Tipo API] GlobalDB     | [Ruta] 1600_Fermentador401\6600_Alarmas
[Nombre] DB6605_ALM                          | [Num] 6605  | [Tipo API] GlobalDB     | [Ruta] 1605_Fermentador402\6605_Alarmas
[Nombre] DB6610_ALM                          | [Num] 6610  | [Tipo API] GlobalDB     | [Ruta] 1610_Fermentador403\6610_Alarmas
[Nombre] DB6800_ALM                          | [Num] 6800  | [Tipo API] GlobalDB     | [Ruta] 1800_EnjuagueWaldner\6800_Alarmas
[Nombre] DB6990_ALM                          | [Num] 6990  | [Tipo API] GlobalDB     | [Ruta] 1990_EnvioTqMovilWaldner_PROVISIONAL\6990_Alarmas
[Nombre] DB7_TRAZA                           | [Num] 7     | [Tipo API] GlobalDB     | [Ruta] 7_Traza
[Nombre] DB7100_ALM                          | [Num] 7100  | [Tipo API] GlobalDB     | [Ruta] 1100_CIP_Zona6\7100_Alarmas
[Nombre] FB15049_ZC_AIRE_ESTERIL             | [Num] 15149 | [Tipo API] FB           | [Ruta] ZC_Controles
[Nombre] FB15100_ZC_CALCULO_PRESION_HZ       | [Num] 15100 | [Tipo API] FB           | [Ruta] ZC_Controles
[Nombre] FB15150_ZC_SEC_GET                  | [Num] 15150 | [Tipo API] FB           | [Ruta] ZC_Controles
[Nombre] FB15152_ZC_PARO_SECUENCIAL          | [Num] 15152 | [Tipo API] FB           | [Ruta] ZC_Controles
[Nombre] FB15153_ZC_MARCHA_SEC_BOMBAS        | [Num] 15153 | [Tipo API] FB           | [Ruta] ZC_Controles
[Nombre] FB15159_ZC_CIP_DOSIF_PREP           | [Num] 15159 | [Tipo API] FB           | [Ruta] ZC_Controles
[Nombre] FB15160_ZC_CIP_SOSA_LIMP            | [Num] 15160 | [Tipo API] FB           | [Ruta] ZC_Controles
[Nombre] FB15161_ZC_CIP_SOSA_ENJ             | [Num] 15161 | [Tipo API] FB           | [Ruta] ZC_Controles
[Nombre] FB15162_ZC_CIP_ACIDO_LIMP           | [Num] 15162 | [Tipo API] FB           | [Ruta] ZC_Controles
[Nombre] FB15163_ZC_CIP_ACIDO_ENJ            | [Num] 15163 | [Tipo API] FB           | [Ruta] ZC_Controles
[Nombre] FB15164_ZC_CIP_SOLO_ENJ             | [Num] 15164 | [Tipo API] FB           | [Ruta] ZC_Controles
[Nombre] FB15165_ZC_CIP_DESINF_LIMP          | [Num] 15165 | [Tipo API] FB           | [Ruta] ZC_Controles
[Nombre] FB15166_ZC_CIP_DESINF_ENJ           | [Num] 15166 | [Tipo API] FB           | [Ruta] ZC_Controles
[Nombre] FB15167_ZC_CIP_ESTERIL              | [Num] 15167 | [Tipo API] FB           | [Ruta] ZC_Controles
[Nombre] FB15168_ZC_CIP_AGUA_RECUP           | [Num] 15168 | [Tipo API] FB           | [Ruta] ZC_Controles
[Nombre] FB15169_ZC_CIP_RECUP_RECHAZO        | [Num] 15169 | [Tipo API] FB           | [Ruta] ZC_Controles
[Nombre] FB15176_ZC_FASE_AD_AGUA             | [Num] 15176 | [Tipo API] FB           | [Ruta] ZC_Controles
[Nombre] FB15177_ZC_FASE_CAL_ENF             | [Num] 15177 | [Tipo API] FB           | [Ruta] ZC_Controles
[Nombre] FB15178_ZC_FASE_HOMO                | [Num] 15178 | [Tipo API] FB           | [Ruta] ZC_Controles
[Nombre] FB15179_ZC_FASE_VACIADO             | [Num] 15179 | [Tipo API] FB           | [Ruta] ZC_Controles
[Nombre] FB15302_ZC_MB_CLIENT_RW             | [Num] 15302 | [Tipo API] FB           | [Ruta] ZC_Controles
[Nombre] FB15994_ZC_INICIALIZAR_DISP         | [Num] 15994 | [Tipo API] FB           | [Ruta] @FAT
[Nombre] FB15995_ZC_BUSCAR_DIR               | [Num] 15995 | [Tipo API] FB           | [Ruta] ZC_Controles
[Nombre] FB15996_ZC_INICIALIZAR_ENT          | [Num] 15996 | [Tipo API] FB           | [Ruta] @FAT
[Nombre] FB2017_ZC_M_SINA                    | [Num] 2017  | [Tipo API] FB           | [Ruta] ZC_Controles
[Nombre] FB3_ZC_CHECKSUM                     | [Num] 3     | [Tipo API] FB           | [Ruta] ZC_Controles
[Nombre] FC1_ZC_SISTEMA                      | [Num] 1     | [Tipo API] FC           | [Ruta] ZC_Controles
[Nombre] FC1000_ENV_ESTER_ESTAND             | [Num] 1000  | [Tipo API] FC           | [Ruta] 1000_EnvioEsterilizadorEstandarizador\1000_Proceso
[Nombre] FC1001_ENV_ESTER_ESTAND_AUXILIARES  | [Num] 1001  | [Tipo API] FC           | [Ruta] 1000_EnvioEsterilizadorEstandarizador\1000_Proceso
[Nombre] FC1002_ENV_ESTER_ESTAND_TRANSICIONES | [Num] 1002  | [Tipo API] FC           | [Ruta] 1000_EnvioEsterilizadorEstandarizador\1000_Proceso
[Nombre] FC1003_ENV_ESTER_ESTAND_ORDENES     | [Num] 1003  | [Tipo API] FC           | [Ruta] 1000_EnvioEsterilizadorEstandarizador\1000_Proceso
[Nombre] FC1015_ENV_ESTER_PASTO              | [Num] 1015  | [Tipo API] FC           | [Ruta] 1015_EnvioEsterilizadorPasto\1015_Proceso
[Nombre] FC1016_ENV_ESTER_PASTO_AUXILIARES   | [Num] 1016  | [Tipo API] FC           | [Ruta] 1015_EnvioEsterilizadorPasto\1015_Proceso
[Nombre] FC1017_ENV_ESTER_PASTO_TRANSICIONES | [Num] 1017  | [Tipo API] FC           | [Ruta] 1015_EnvioEsterilizadorPasto\1015_Proceso
[Nombre] FC1018_ENV_ESTER_PASTO_ORDENES      | [Num] 1018  | [Tipo API] FC           | [Ruta] 1015_EnvioEsterilizadorPasto\1015_Proceso
[Nombre] FC1020_ENV_ESTAND_PASTO             | [Num] 1020  | [Tipo API] FC           | [Ruta] 1020_EnvioEstandarizadorPasto\1020_Proceso
[Nombre] FC1021_ENV_ESTAND_PASTO_AUXILIARES  | [Num] 1021  | [Tipo API] FC           | [Ruta] 1020_EnvioEstandarizadorPasto\1020_Proceso
[Nombre] FC1022_ENV_ESTAND_PASTO_TRANSICIONES | [Num] 1022  | [Tipo API] FC           | [Ruta] 1020_EnvioEstandarizadorPasto\1020_Proceso
[Nombre] FC1023_ENV_ESTAND_PASTO_ORDENES     | [Num] 1023  | [Tipo API] FC           | [Ruta] 1020_EnvioEstandarizadorPasto\1020_Proceso
[Nombre] FC1025_ENV_ESTAND_UF                | [Num] 1025  | [Tipo API] FC           | [Ruta] 1025_EnvioEstandarizadorUF\1025_Proceso
[Nombre] FC1026_ENV_ESTAND_UF_AUXILIARES     | [Num] 1026  | [Tipo API] FC           | [Ruta] 1025_EnvioEstandarizadorUF\1025_Proceso
[Nombre] FC1027_ENV_ESTAND_UF_TRANSICIONES   | [Num] 1027  | [Tipo API] FC           | [Ruta] 1025_EnvioEstandarizadorUF\1025_Proceso
[Nombre] FC1028_ENV_ESTAND_UF_ORDENES        | [Num] 1028  | [Tipo API] FC           | [Ruta] 1025_EnvioEstandarizadorUF\1025_Proceso
[Nombre] FC1030_ENV_UF_ESTAND                | [Num] 1030  | [Tipo API] FC           | [Ruta] 1030_EnvioUFEstandarizador\1030_Proceso
[Nombre] FC1031_ENV_UF_ESTAND_AUXILIARES     | [Num] 1031  | [Tipo API] FC           | [Ruta] 1030_EnvioUFEstandarizador\1030_Proceso
[Nombre] FC1032_ENV_UF_ESTAND_TRANSICIONES   | [Num] 1032  | [Tipo API] FC           | [Ruta] 1030_EnvioUFEstandarizador\1030_Proceso
[Nombre] FC1033_ENV_UF_ESTAND_ORDENES        | [Num] 1033  | [Tipo API] FC           | [Ruta] 1030_EnvioUFEstandarizador\1030_Proceso
[Nombre] FC1035_ENV_PASTO_FERM               | [Num] 1035  | [Tipo API] FC           | [Ruta] 1035_EnvioPastoFermentadores\1035_Proceso
[Nombre] FC1036_ENV_PASTO_FERM_AUXILIARES    | [Num] 1036  | [Tipo API] FC           | [Ruta] 1035_EnvioPastoFermentadores\1035_Proceso
[Nombre] FC1037_ENV_PASTO_FERM_TRANSICIONES  | [Num] 1037  | [Tipo API] FC           | [Ruta] 1035_EnvioPastoFermentadores\1035_Proceso
[Nombre] FC1038_ENV_PASTO_FERM_ORDENES       | [Num] 1038  | [Tipo API] FC           | [Ruta] 1035_EnvioPastoFermentadores\1035_Proceso
[Nombre] FC1040_ENV_PASTO_CUBA               | [Num] 1040  | [Tipo API] FC           | [Ruta] 1040_EnvioPastoCubas\1040_Proceso
[Nombre] FC1041_ENV_PASTO_CUBA_AUXILIARES    | [Num] 1041  | [Tipo API] FC           | [Ruta] 1040_EnvioPastoCubas\1040_Proceso
[Nombre] FC1042_ENV_PASTO_CUBA_TRANSICIONES  | [Num] 1042  | [Tipo API] FC           | [Ruta] 1040_EnvioPastoCubas\1040_Proceso
[Nombre] FC1043_ENV_PASTO_CUBA_ORDENES       | [Num] 1043  | [Tipo API] FC           | [Ruta] 1040_EnvioPastoCubas\1040_Proceso
[Nombre] FC1045_ENV_FERM_UF                  | [Num] 1045  | [Tipo API] FC           | [Ruta] 1045_EnvioFermentadoresUF\1045_Proceso
[Nombre] FC1046_ENV_FERM_UF_AUXILIARES       | [Num] 1046  | [Tipo API] FC           | [Ruta] 1045_EnvioFermentadoresUF\1045_Proceso
[Nombre] FC1047_ENV_FERM_UF_TRANSICIONES     | [Num] 1047  | [Tipo API] FC           | [Ruta] 1045_EnvioFermentadoresUF\1045_Proceso
[Nombre] FC1048_ENV_FERM_UF_ORDENES          | [Num] 1048  | [Tipo API] FC           | [Ruta] 1045_EnvioFermentadoresUF\1045_Proceso
[Nombre] FC1050_ENV_PASTO_TQ_MOVIL           | [Num] 1050  | [Tipo API] FC           | [Ruta] 1050_EnvioPastoTqMovil\1050_Proceso
[Nombre] FC1051_ENV_PASTO_TQ_MOVIL_AUXILIARES | [Num] 1051  | [Tipo API] FC           | [Ruta] 1050_EnvioPastoTqMovil\1050_Proceso
[Nombre] FC1052_ENV_PASTO_TQ_MOVIL_TRANSICIONES | [Num] 1052  | [Tipo API] FC           | [Ruta] 1050_EnvioPastoTqMovil\1050_Proceso
[Nombre] FC1053_ENV_PASTO_TQ_MOVIL_ORDENES   | [Num] 1053  | [Tipo API] FC           | [Ruta] 1050_EnvioPastoTqMovil\1050_Proceso
[Nombre] FC1055_ENV_FERM_MIXER               | [Num] 1055  | [Tipo API] FC           | [Ruta] 1055_EnvioFermentadoresMixer_Mixer\1055_Proceso
[Nombre] FC1056_ENV_FERM_MIXER_AUXILIARES    | [Num] 1056  | [Tipo API] FC           | [Ruta] 1055_EnvioFermentadoresMixer_Mixer\1055_Proceso
[Nombre] FC1057_ENV_FERM_MIXER_TRANSICIONES  | [Num] 1057  | [Tipo API] FC           | [Ruta] 1055_EnvioFermentadoresMixer_Mixer\1055_Proceso
[Nombre] FC1058_ENV_FERM_MIXER_ORDENES       | [Num] 1058  | [Tipo API] FC           | [Ruta] 1055_EnvioFermentadoresMixer_Mixer\1055_Proceso
[Nombre] FC1060_ENV_FERM_CUBA                | [Num] 1060  | [Tipo API] FC           | [Ruta] 1060_EnvioFermentadoresCubas_Cubas\1060_Proceso
[Nombre] FC1061_ENV_FERM_CUBA_AUXILIARES     | [Num] 1061  | [Tipo API] FC           | [Ruta] 1060_EnvioFermentadoresCubas_Cubas\1060_Proceso
[Nombre] FC1062_ENV_FERM_CUBA_TRANSICIONES   | [Num] 1062  | [Tipo API] FC           | [Ruta] 1060_EnvioFermentadoresCubas_Cubas\1060_Proceso
[Nombre] FC1063_ENV_FERM_CUBA_ORDENES        | [Num] 1063  | [Tipo API] FC           | [Ruta] 1060_EnvioFermentadoresCubas_Cubas\1060_Proceso
[Nombre] FC1065_ENV_MIX_ENVASADO             | [Num] 1065  | [Tipo API] FC           | [Ruta] 1065_EnvioMixEnvasado\1065_Proceso
[Nombre] FC1066_ENV_MIX_ENVASADO_AUXILIARES  | [Num] 1066  | [Tipo API] FC           | [Ruta] 1065_EnvioMixEnvasado\1065_Proceso
[Nombre] FC1067_ENV_MIX_ENVASADO_TRANSICIONES | [Num] 1067  | [Tipo API] FC           | [Ruta] 1065_EnvioMixEnvasado\1065_Proceso
[Nombre] FC1068_ENV_MIX_ENVASADO_ORDENES     | [Num] 1068  | [Tipo API] FC           | [Ruta] 1065_EnvioMixEnvasado\1065_Proceso
[Nombre] FC1070_RECUPERACION_CALOR           | [Num] 1070  | [Tipo API] FC           | [Ruta] 1070_RecuperacionCalor\1070 Proceso
[Nombre] FC1071_RECUPERACION_CALOR_AUXILIARES | [Num] 1071  | [Tipo API] FC           | [Ruta] 1070_RecuperacionCalor\1070 Proceso
[Nombre] FC1072_RECUPERACION_CALOR_TRANSICIONES | [Num] 1072  | [Tipo API] FC           | [Ruta] 1070_RecuperacionCalor\1070 Proceso
[Nombre] FC1073_RECUPERACION_CALOR_ORDENES   | [Num] 1073  | [Tipo API] FC           | [Ruta] 1070_RecuperacionCalor\1070 Proceso
[Nombre] FC1075_ESTER_LINEA                  | [Num] 1075  | [Tipo API] FC           | [Ruta] 1075_EsterilizacionLineaPasto\1075 Proceso
[Nombre] FC1076_ESTER_LINEA_AUXILIARES       | [Num] 1076  | [Tipo API] FC           | [Ruta] 1075_EsterilizacionLineaPasto\1075 Proceso
[Nombre] FC1077_ESTER_LINEA_TRANSICIONES     | [Num] 1077  | [Tipo API] FC           | [Ruta] 1075_EsterilizacionLineaPasto\1075 Proceso
[Nombre] FC1078_ESTER_LINEA_ORDENES          | [Num] 1078  | [Tipo API] FC           | [Ruta] 1075_EsterilizacionLineaPasto\1075 Proceso
[Nombre] FC1080_ENV_TQ_MOVIL_PASTO           | [Num] 1080  | [Tipo API] FC           | [Ruta] 1080_EnvioTqMovilPasto\1080_Proceso
[Nombre] FC1081_ENV_TQ_MOVIL_PASTO_AUXILIARES | [Num] 1081  | [Tipo API] FC           | [Ruta] 1080_EnvioTqMovilPasto\1080_Proceso
[Nombre] FC1082_ENV_TQ_MOVIL_PASTO_TRANSICIONES | [Num] 1082  | [Tipo API] FC           | [Ruta] 1080_EnvioTqMovilPasto\1080_Proceso
[Nombre] FC1083_ENV_TQ_MOVIL_PASTO_ORDENES   | [Num] 1083  | [Tipo API] FC           | [Ruta] 1080_EnvioTqMovilPasto\1080_Proceso
[Nombre] FC1085_ENV_FERM                     | [Num] 1085  | [Tipo API] FC           | [Ruta] 1085_EnvioFermentadores\1085_Proceso
[Nombre] FC1086_ENV_FERM_AUXILIARES          | [Num] 1086  | [Tipo API] FC           | [Ruta] 1085_EnvioFermentadores\1085_Proceso
[Nombre] FC1087_ENV_FERM_TRANSICIONES        | [Num] 1087  | [Tipo API] FC           | [Ruta] 1085_EnvioFermentadores\1085_Proceso
[Nombre] FC1088_ENV_FERM_ORDENES             | [Num] 1088  | [Tipo API] FC           | [Ruta] 1085_EnvioFermentadores\1085_Proceso
[Nombre] FC1090_ENV_FERM_WALDER              | [Num] 1090  | [Tipo API] FC           | [Ruta] 1090_EnvioFermentadoresWaldner\1090_Proceso
[Nombre] FC1091_ENV_FERM_WALDER_AUXILIARES   | [Num] 1091  | [Tipo API] FC           | [Ruta] 1090_EnvioFermentadoresWaldner\1090_Proceso
[Nombre] FC1092_ENV_FERM_WALDER_TRANSICIONES | [Num] 1092  | [Tipo API] FC           | [Ruta] 1090_EnvioFermentadoresWaldner\1090_Proceso
[Nombre] FC1093_ENV_FERM_WALDER_ORDENES      | [Num] 1093  | [Tipo API] FC           | [Ruta] 1090_EnvioFermentadoresWaldner\1090_Proceso
[Nombre] FC1095_ENV_ESTER                    | [Num] 1095  | [Tipo API] FC           | [Ruta] 1095_EnvioEsterilizador\1095_Proceso
[Nombre] FC1096_ENV_ESTER_AUXILIARES         | [Num] 1096  | [Tipo API] FC           | [Ruta] 1095_EnvioEsterilizador\1095_Proceso
[Nombre] FC1097_ENV_ESTER_TRANSICIONES       | [Num] 1097  | [Tipo API] FC           | [Ruta] 1095_EnvioEsterilizador\1095_Proceso
[Nombre] FC1098_ENV_ESTER_ORDENES            | [Num] 1098  | [Tipo API] FC           | [Ruta] 1095_EnvioEsterilizador\1095_Proceso
[Nombre] FC11_ZC_GESTOR_INFORMES             | [Num] 11    | [Tipo API] FC           | [Ruta] ZC_Controles
[Nombre] FC1100_CIP_ZONA6                    | [Num] 1100  | [Tipo API] FC           | [Ruta] 1100_CIP_Zona6\1100_Proceso
[Nombre] FC11000_GESTION_COM                 | [Num] 11000 | [Tipo API] FC           | [Ruta] 11000_Comunicaciones
[Nombre] FC11003_COM_PLC_C3_ED05             | [Num] 11003 | [Tipo API] FC           | [Ruta] 11000_Comunicaciones
[Nombre] FC11004_COM_PLANTA                  | [Num] 11004 | [Tipo API] FC           | [Ruta] 11000_Comunicaciones
[Nombre] FC11005_COM_WALDNER                 | [Num] 11005 | [Tipo API] FC           | [Ruta] 11000_Comunicaciones
